filename,day,object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Diameter,Radii of the object_0,Radii of the object_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Size in pixels,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Center of the object_0,Center of the object_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2
DMSO_01_table.csv,14,0,0,1,0,bkgrd,0.99,0.01,52.970562,12.257644,5.469814,177.0,148.0,180.0,607.0,128.1631,116.56672,120.40033,16.739704,39.835255,66.0,61.0,59.0,39.0,51.0,0.0,27.0,471.14474,278.30157,572.0193
DMSO_01_table.csv,14,1,0,2,0,cystanoid,0.15,0.85,507.03152,101.824356,64.69802,224.0,190.0,200.0,76671.0,111.6236,98.84177,99.45158,359.53122,411.9465,48.0,42.0,27.0,571.0,572.0,159.0,275.0,626.341,540.2198,656.8185
DMSO_03_table.csv,14,0,0,1,0,cystanoid,0.1,0.9,395.41632,74.9657,52.25271,192.0,174.0,177.0,42582.0,95.502304,84.7432,78.63215,357.30075,426.84375,49.0,46.0,20.0,522.0,558.0,214.0,329.0,498.06564,411.9554,568.012
DMSO_05_table.csv,14,0,0,1,0,cystanoid,0.2,0.8,598.7422,112.79954,89.87528,221.0,203.0,209.0,117191.0,116.38225,106.30041,107.28949,395.33188,316.06104,48.0,44.0,28.0,569.0,606.0,190.0,111.0,491.1387,449.74274,592.4744
DMSO_07_table.csv,14,0,0,1,0,cystanoid,0.2,0.8,617.92596,112.46671,99.184875,206.0,185.0,178.0,131521.0,117.10183,106.17512,107.67077,501.65402,266.22522,42.0,46.0,28.0,697.0,499.0,292.0,54.0,337.69144,277.4006,364.89847
DMSO_08_table.csv,14,0,0,1,0,cystanoid,0.12,0.88,652.3107,140.31172,113.63206,240.0,221.0,228.0,184461.0,113.552574,99.51335,95.09789,576.7296,465.99594,53.0,45.0,22.0,845.0,703.0,276.0,225.0,748.6164,642.70215,754.507
DMSO_09_table.csv,14,0,0,1,0,bkgrd,0.79,0.21,172.92389,36.433044,11.256663,147.0,140.0,137.0,4490.0,105.973274,95.610245,93.68397,552.71515,31.181292,80.0,73.0,69.0,618.0,72.0,477.0,0.0,118.75073,100.240074,96.54667
DMSO_09_table.csv,14,1,0,2,0,bkgrd,0.88,0.12,165.95332,26.565472,16.985065,156.0,137.0,141.0,4283.0,113.67429,103.19356,100.92832,671.5865,27.371002,82.0,76.0,71.0,720.0,73.0,629.0,0.0,165.7041,138.03142,123.61125
DMSO_09_table.csv,14,2,0,3,0,bkgrd,1.0,0.0,66.1127,19.877344,10.130244,156.0,146.0,147.0,2067.0,114.33817,104.72714,103.571846,992.3769,15.309628,81.0,76.0,72.0,1024.0,44.0,947.0,0.0,157.99062,127.4524,129.10986
DMSO_09_table.csv,14,3,0,4,0,cystanoid,0.19,0.81,384.91882,72.18411,63.06675,180.0,165.0,164.0,55147.0,78.22562,65.18422,53.258183,409.94635,349.63257,50.0,45.0,20.0,547.0,487.0,281.0,218.0,132.67331,102.10411,101.60404
DMSO_09_table.csv,14,4,0,5,0,bkgrd,1.0,0.0,51.79899,11.553761,6.464833,188.0,161.0,167.0,869.0,139.69505,128.64212,132.04488,573.168,749.14844,73.0,72.0,77.0,588.0,768.0,558.0,725.0,234.9024,146.57503,210.32135
DMSO_10_table.csv,14,0,0,1,0,cystanoid,0.12,0.88,884.6783,187.72668,99.43878,239.0,215.0,216.0,183198.0,110.65667,97.44341,89.14303,457.98285,416.20474,50.0,47.0,29.0,762.0,661.0,120.0,91.0,1189.4508,1137.9172,1360.5371
DMSO_10_table.csv,14,1,0,2,0,bkgrd,0.99,0.01,60.426407,14.367027,4.628677,191.0,179.0,176.0,790.0,137.01518,128.25569,129.37215,435.13797,182.82785,73.0,73.0,66.0,456.0,204.0,413.0,162.0,579.76434,441.47385,453.21088
DMSO_10_table.csv,14,2,0,3,0,bkgrd,0.95,0.05,83.59798,18.310839,13.412021,218.0,201.0,210.0,2962.0,140.68636,127.94227,125.468605,380.0476,658.2677,84.0,73.0,73.0,414.0,687.0,344.0,629.0,709.8959,635.6803,673.33813
DMSO_11_table.csv,14,0,0,1,0,cystanoid,0.23,0.77,510.8427,101.920784,94.289406,219.0,199.0,195.0,109524.0,126.03012,115.00794,116.23637,366.84406,398.1897,48.0,49.0,35.0,592.0,580.0,166.0,171.0,475.3066,425.66238,525.88477
DMSO_12_table.csv,14,0,0,1,0,cystanoid,0.2,0.8,362.78888,79.989876,55.709946,229.0,202.0,198.0,55330.0,124.613396,109.490204,110.07833,398.46802,383.75443,52.0,48.0,26.0,527.0,542.0,260.0,245.0,603.05054,507.36987,609.32526
DMSO_12_table.csv,14,1,0,2,0,bkgrd,0.87,0.13,107.53911,27.795797,3.295171,110.0,75.0,79.0,1078.0,74.94712,44.46382,45.42579,982.8701,642.40076,49.0,33.0,27.0,1010.0,684.0,953.0,597.0,161.6679,41.282085,61.157295
